"customerID","PaymentMethod","MonthlyCharges","TotalCharges","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","Churn"
"3948-FVVRP","Mailed check",54.8,"452.8","Male","0","Yes","Yes","9","Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","No"
"3948-KXDUF","Bank transfer (automatic)",68.75,"4447.55","Male","0","No","No","66","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","No"
"3948-XHGNA","Bank transfer (automatic)",49.55,"1210.4","Male","0","No","No","24","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Yes"
"3950-VPYJB","Mailed check",59.6,"3509.4","Male","0","Yes","Yes","57","Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","No","No"
"3955-JBZZM","Electronic check",78.8,"1641.3","Male","0","No","No","20","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","No"
"3956-CJUST","Bank transfer (automatic)",75.4,"1643.55","Female","1","No","No","23","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","No"
"3957-HHLMR","Bank transfer (automatic)",65.2,"4543.15","Female","0","Yes","Yes","70","Yes","Yes","DSL","Yes","No","No","No","No","Yes","One year","No","No"
"3957-LXOLK","Electronic check",106.15,"3152.5","Female","1","No","No","28","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"3957-SQXML","Credit card (automatic)",24.95,"894.3","Female","0","Yes","Yes","34","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3961-SXAXY","Bank transfer (automatic)",44.05,"44.05","Male","0","No","No","1","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","No"
"3963-RYFNS","Bank transfer (automatic)",116.45,"8013.55","Female","0","No","No","72","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"3966-HRMZA","Mailed check",75.05,"202.9","Female","1","No","No","3","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","No"
"3969-GYXEL","Electronic check",76.4,"838.7","Female","0","No","No","11","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","No"
"3969-JQABI","Credit card (automatic)",65.25,"3791.6","Female","0","Yes","No","58","Yes","No","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","No"
"3970-XGJDU","Credit card (automatic)",19.2,"1123.65","Female","0","No","No","62","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"3973-SKMLN","Credit card (automatic)",19.9,"1355.1","Male","0","No","No","71","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"3976-BWUCK","Credit card (automatic)",94.1,"2804.45","Female","0","Yes","No","30","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Yes"
"3976-HXHCE","Bank transfer (automatic)",19.3,"1414.8","Male","0","No","No","72","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3976-NLDEZ","Mailed check",20.6,"20.6","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"3977-QCRSL","Mailed check",20.15,"117.95","Female","0","No","No","5","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"3978-YNKDD","Credit card (automatic)",20.85,"467.5","Male","0","No","Yes","19","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3981-QSVQI","Bank transfer (automatic)",19.7,"168.9","Male","0","No","No","8","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"3982-DQLUS","Electronic check",85.75,"5688.45","Male","1","Yes","Yes","65","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","No"
"3982-JGSFD","Credit card (automatic)",20.35,"695.85","Male","0","No","No","36","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","No"
"3982-XWFZQ","Electronic check",50.25,"2203.65","Female","0","Yes","No","42","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"3985-HOYPM","Mailed check",19.4,"525.55","Male","0","No","No","26","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"3987-KQDDU","Electronic check",75.6,"661.55","Male","0","No","No","9","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","No"
"3988-RQIXO","Electronic check",91.3,"91.3","Female","1","No","No","1","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"3990-QYKBE","Electronic check",92.5,"3473.4","Male","1","Yes","No","37","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"3992-YWPKO","Credit card (automatic)",109.9,"669.45","Female","0","No","No","6","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Yes"
"3995-WFCSM","Electronic check",60.85,"111.4","Female","0","No","No","2","Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","No"
"3996-ZNWYK","Credit card (automatic)",19.8,"1388.45","Male","1","Yes","Yes","71","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3999-QGRJH","Electronic check",69.7,"560.85","Male","1","No","No","8","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"3999-WRNGR","Electronic check",49.75,"3069.45","Female","0","Yes","Yes","60","No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","No"
"4000-VGMQP","Credit card (automatic)",78.95,"2862.55","Male","0","Yes","Yes","38","Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","No","No"
"4001-TSBTV","Electronic check",91.55,"5511.65","Female","0","Yes","Yes","58","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","No"
"4002-BQWPQ","Bank transfer (automatic)",81.75,"2028.8","Male","0","No","No","25","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","No","No"
"4003-FUSHP","Credit card (automatic)",61.55,"1093.2","Male","0","No","No","19","Yes","No","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","No"
"4003-OCTMP","Electronic check",64,"1910.75","Female","0","Yes","No","31","Yes","No","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","No"
"4006-HKYHO","Bank transfer (automatic)",86.7,"5309.5","Male","0","No","No","63","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"4009-ALQFH","Electronic check",99.5,"2369.05","Female","0","No","No","25","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"4010-YLMVT","Credit card (automatic)",106.6,"5893.95","Female","0","No","No","56","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","No"
"4011-ARPHK","Mailed check",50.35,"1411.35","Male","0","No","No","27","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","No"
"4012-YCFAI","Mailed check",61.35,"3766.2","Male","0","Yes","No","60","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","No"
"4012-ZTHBR","Electronic check",44.95,"926.25","Female","0","Yes","Yes","21","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","No"
"4013-GUXND","Mailed check",20.8,"20.8","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"4013-TLDHQ","Electronic check",78.25,"1490.95","Male","0","No","No","19","Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Yes"
"4013-UBXWQ","Electronic check",74.65,"521.1","Female","0","No","No","7","Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Yes"
"4016-BJKTZ","Electronic check",108.9,"2809.05","Female","0","No","No","25","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","No"
"4018-KJYUY","Credit card (automatic)",20.15,"432.5","Male","0","No","Yes","22","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"4018-PPNDW","Mailed check",24.1,"1551.6","Female","0","Yes","Yes","61","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"4020-KIUDI","Credit card (automatic)",19.85,"138.85","Male","0","Yes","Yes","6","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"4021-RQSNY","Electronic check",98.5,"3004.15","Male","1","Yes","No","29","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"4023-RTIQM","Credit card (automatic)",50.4,"1580.1","Female","1","Yes","No","31","No","No phone service","DSL","Yes","Yes","Yes","No","No","Yes","One year","Yes","No"
"4024-CSNBY","Bank transfer (automatic)",94.25,"6849.75","Female","0","Yes","No","72","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","No"
"4026-SKKHW","Mailed check",50.25,"152.3","Male","0","No","No","3","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","No"
"4029-HPFVY","Mailed check",70.3,"220.4","Male","0","No","No","3","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","No"
"4030-VPZBD","Electronic check",30.9,"59.05","Female","0","No","No","2","No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Yes"
"4032-RMHCI","Credit card (automatic)",35.4,"1412.4","Female","0","Yes","Yes","41","No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","No","No"
"4039-HEUNW","Electronic check",96.5,"3436.1","Male","1","Yes","No","36","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"4039-PIMHX","Mailed check",49.8,"2398.4","Male","1","Yes","No","49","Yes","No","DSL","No","Yes","No","No","No","No","Two year","No","No"
"4043-MKDTV","Electronic check",105.25,"7291.75","Male","0","Yes","No","71","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"4049-ZPALD","Bank transfer (automatic)",99,"6375.8","Female","0","Yes","No","64","Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","No"
"4054-CUMIA","Mailed check",20.25,"401.95","Female","0","Yes","Yes","18","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"4056-QHXHZ","Mailed check",107.45,"7576.7","Female","0","Yes","Yes","72","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","No"
"4057-FKCZK","Bank transfer (automatic)",82.5,"4828.05","Male","0","Yes","Yes","58","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Two year","No","No"
"4059-IIEBK","Bank transfer (automatic)",78.55,"522.95","Female","0","No","No","7","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","No"
"4060-LDNLU","Electronic check",96.2,"639.7","Male","0","No","No","7","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","No"
"4061-UKJWL","Mailed check",45.45,"141.7","Male","0","No","No","3","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","No"
"4062-HBMOS","Electronic check",103.05,"5364.8","Male","0","No","No","52","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","No"
"4063-EIKNQ","Bank transfer (automatic)",20.95,"267.35","Male","0","Yes","Yes","11","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"4065-JJAVA","Electronic check",49.5,"49.5","Female","0","No","No","1","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","No"
"4067-HLYQI","Bank transfer (automatic)",70.4,"2406.1","Female","0","No","No","33","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","No"
"4072-IPYLT","Credit card (automatic)",51.05,"1815","Female","0","Yes","Yes","36","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","No"
"4074-SJFFA","Mailed check",54.75,"54.75","Female","0","No","No","1","Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Yes"
"4075-JFPGR","Electronic check",93.5,"4619.55","Female","0","Yes","No","51","Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","Yes","No"
"4075-WKNIU","Mailed check",73.35," ","Female","0","Yes","Yes","0","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","No"
"4077-CROMM","Electronic check",104.2,"3243.45","Female","0","Yes","Yes","31","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Yes"
"4077-HWUYD","Bank transfer (automatic)",87.55,"6463.15","Male","0","Yes","Yes","72","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"4078-SAYYN","Electronic check",100.75,"1129.75","Female","0","No","No","11","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"4079-ULGFR","Mailed check",20,"275.7","Male","0","No","No","16","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"4079-VTGLK","Electronic check",74.85,"2181.75","Male","1","Yes","No","30","Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","No","No"
"4079-WWQQQ","Bank transfer (automatic)",65.55,"4807.45","Male","0","No","No","72","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"4080-OGPJL","Electronic check",71.15,"563.65","Female","0","No","No","8","Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Yes"
"4081-DYXAV","Credit card (automatic)",44.85,"893.55","Female","0","No","No","19","No","No phone service","DSL","No","No","No","No","Yes","Yes","One year","Yes","Yes"
"4083-BFNYK","Credit card (automatic)",95,"3591.25","Female","1","Yes","No","38","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","No"
"4083-EUGRJ","Mailed check",20.25,"178.5","Male","0","No","No","9","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Yes"
"4086-ATNFV","Mailed check",60.8,"2042.05","Female","0","Yes","Yes","34","Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","No"
"4086-WITJG","Credit card (automatic)",19.7,"1301.1","Male","0","Yes","Yes","71","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"4086-YQSNZ","Electronic check",80.4,"224.05","Female","1","Yes","No","3","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Yes"
"4088-YLDSU","Electronic check",104.15,"5743.05","Male","0","Yes","No","55","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Yes"
"4090-KPJIP","Electronic check",74.95,"212.4","Female","0","No","No","3","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","No"
"4091-TVOCN","Credit card (automatic)",78.75,"3682.45","Male","0","No","Yes","48","Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","No"
"4092-OFQZS","Mailed check",20.65,"417.5","Male","0","Yes","No","20","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"4094-NSEDU","Electronic check",94.25,"1973.75","Female","1","No","No","21","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"4097-YODCF","Electronic check",103.8,"3470.8","Male","0","No","Yes","34","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","No"
"4098-NAUKP","Electronic check",84.65,"5683.6","Male","1","Yes","Yes","68","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","No"
"4102-HLENU","Mailed check",65.65,"4322.85","Female","0","Yes","No","67","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","No","No"
"4102-OQUPX","Electronic check",74.4,"74.4","Male","1","Yes","No","1","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"4104-PVRPS","Mailed check",53.6,"1315.35","Male","0","Yes","No","24","Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","No"
"4106-HADHQ","Credit card (automatic)",80,"3182.95","Male","0","Yes","Yes","39","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Yes"
"4109-CYRBD","Electronic check",51.6,"1442","Male","1","Yes","No","29","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","No"
"4111-BNXIF","Electronic check",59.55,"4103.9","Female","0","Yes","Yes","67","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"4112-LUEIZ","Electronic check",89.5,"863.1","Male","0","No","No","10","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"4114-QMKVN","Bank transfer (automatic)",68.75,"3815.4","Female","0","Yes","Yes","56","Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","One year","No","No"
"4115-BNPJY","Mailed check",75.55,"2054.4","Male","0","Yes","Yes","29","Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","No"
"4115-NZRKS","Electronic check",89.15,"574.35","Female","1","No","No","7","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","No"
"4115-UMJFQ","Bank transfer (automatic)",35.75,"2492.25","Male","0","No","No","69","No","No phone service","DSL","No","Yes","Yes","No","No","No","One year","Yes","No"
"4116-IQRFR","Credit card (automatic)",24.1,"73.1","Male","0","Yes","Yes","4","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"4118-CEVPF","Bank transfer (automatic)",110.8,"3836.3","Female","1","No","No","35","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","No"
"4119-ZYPZY","Electronic check",106.8,"7623.2","Male","1","No","No","71","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","No"
"4121-AGSIN","Credit card (automatic)",24.5,"1497.9","Female","0","Yes","Yes","58","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","No"
"4123-FCVCB","Mailed check",75.85,"854.45","Female","0","No","No","12","Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","No"
"4124-MMETB","Credit card (automatic)",94.65,"2104.55","Male","0","No","No","22","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"4128-ETESU","Electronic check",99.7,"4747.2","Female","1","Yes","No","47","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","No"
"4129-LYCOI","Electronic check",104,"7039.05","Female","0","No","Yes","67","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","No"
"4130-MZLCC","Bank transfer (automatic)",50.55,"244.75","Female","0","No","No","5","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","No"
"4132-KALRO","Mailed check",100.85,"399.25","Female","0","No","No","4","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","No"
"4132-POCZS","Electronic check",39.9,"2020.9","Male","0","Yes","No","52","No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","No"
"4134-BSXLX","Mailed check",60.9,"1785.65","Male","0","Yes","No","28","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","No"
"4135-FRWKJ","Electronic check",76.25,"4154.55","Female","1","Yes","Yes","55","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","No"
"4137-BTIKL","Mailed check",90.75,"174.75","Male","0","No","No","2","Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","No"
"4137-JOPHL","Bank transfer (automatic)",89.7,"4304.5","Female","0","No","No","50","Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Two year","Yes","No"
"4138-NAXED","Bank transfer (automatic)",81,"4085.75","Male","0","No","No","51","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","No"
"4139-DETXS","Bank transfer (automatic)",64.45,"4528","Female","0","Yes","Yes","72","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","No"
"4139-JPIAM","Credit card (automatic)",44.45,"2181.55","Male","0","No","No","51","No","No phone service","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","No"
"4139-SUGLD","Bank transfer (automatic)",35.4,"1077.5","Male","0","Yes","Yes","31","No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Yes"
"4140-MUHUG","Electronic check",86.85,"220.95","Female","1","No","No","3","Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Yes"
"4140-WJAWW","Credit card (automatic)",19.85,"108.05","Female","0","No","No","5","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Yes"
"4143-HHPMK","Electronic check",85.35,"4338.6","Male","0","No","No","52","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Yes"
"4143-OOBWZ","Electronic check",81.3,"416.3","Male","0","Yes","No","5","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Yes"
"4145-UQXUQ","Electronic check",92.1,"729.95","Female","1","No","No","8","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"4146-SVFUD","Mailed check",44.6,"44.6","Male","0","No","No","1","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","No"
"4154-AQUGT","Bank transfer (automatic)",89.05,"1169.35","Male","1","Yes","No","13","Yes","No","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Yes"
"4159-NAAIX","Bank transfer (automatic)",97.45,"6253","Female","0","No","No","63","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","No","No"
"4160-AMJTL","Electronic check",19.65,"164.3","Female","1","No","No","8","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Yes"
"4163-HFTUK","Electronic check",19.1,"1007.8","Male","0","No","No","51","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"4163-KIUHY","Electronic check",25.6,"901.25","Male","0","No","No","35","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"4163-NCJAK","Bank transfer (automatic)",24.45,"1066.15","Female","0","Yes","No","46","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","No"
"4174-LPGTI","Bank transfer (automatic)",66.5,"2728.6","Female","0","Yes","Yes","41","Yes","No","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Yes"
"4176-FXYBO","Electronic check",109.55,"6118.95","Male","0","Yes","No","54","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","No","No"
"4176-RELJR","Credit card (automatic)",25.1,"1672.15","Male","1","No","No","67","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"4177-JPDFU","Mailed check",34,"442.45","Male","0","No","No","12","No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","No"
"4178-EGMON","Credit card (automatic)",88,"5986.45","Male","0","Yes","No","70","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","Yes","No"
"4182-BGSIQ","Bank transfer (automatic)",19.8,"196.75","Female","0","Yes","Yes","10","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"4183-WCSEP","Electronic check",78.45,"2435.15","Male","0","No","No","31","Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Yes"
"4184-VODJZ","Electronic check",91.35,"5764.7","Male","0","Yes","Yes","63","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","Yes","No"
"4186-ZBUEW","Mailed check",70.7,"2511.95","Female","0","No","No","36","Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","No"
"4187-CINZD","Credit card (automatic)",95.25,"4424.2","Female","1","No","No","46","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Yes"
"4188-FRABG","Electronic check",103.05,"5925.75","Male","0","Yes","No","57","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","No"
"4188-PCPIG","Credit card (automatic)",70.35,"4124.65","Female","0","Yes","No","57","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","No"
"4189-NAKJS","Credit card (automatic)",51.55,"1295.4","Male","0","No","No","26","Yes","Yes","DSL","No","No","No","No","No","No","One year","Yes","No"
"4190-MFLUW","Credit card (automatic)",55.2,"528.35","Female","0","Yes","Yes","10","Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Yes"
"4191-XOVOM","Electronic check",105.4,"6713.2","Male","0","No","No","63","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","No"
"4192-GORJT","Electronic check",94.45,"498.1","Male","0","Yes","No","5","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"4193-IBKSW","Bank transfer (automatic)",24.75,"1769.6","Male","0","Yes","Yes","72","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"4193-ORFCL","Mailed check",45.1,"45.1","Female","1","No","No","1","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Yes"
"4194-FJARJ","Bank transfer (automatic)",60,"3273.95","Female","0","Yes","Yes","54","Yes","Yes","DSL","Yes","No","No","Yes","No","No","Two year","No","No"
"4194-WHFCB","Bank transfer (automatic)",96.65,"5580.8","Female","0","Yes","Yes","59","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","No"
"4195-NZGTA","Electronic check",25.25,"25.25","Female","0","No","No","1","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","No"
"4195-PNGZS","Bank transfer (automatic)",24.45,"1718.2","Male","0","Yes","Yes","69","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"4195-SMMNX","Mailed check",20.35,"33.2","Male","0","No","No","2","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Yes"
"4198-VFOEA","Mailed check",33.6,"435.45","Female","0","No","No","12","No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","Yes","No"
"4199-QHJNM","Bank transfer (automatic)",102.9,"6989.7","Male","1","Yes","No","67","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","No","No"
"4201-JMNGR","Electronic check",55.8,"55.8","Female","1","No","No","1","Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Yes"
