pre_date,Brand,SKU10,DemandCustomer,Year,Quarter,Month_No,Week_No,Sales,W_Nielsen
2019-12-12,0,3,9,2019,4,12,50,0.0,811.1822612999999
2019-12-19,0,3,9,2019,4,12,51,0.0,1022.0
2019-12-26,0,3,9,2019,4,12,52,0.0,936.2866338
2020-01-02,0,3,9,2020,1,1,1,0.0,956.3535929
2020-01-09,0,3,9,2020,1,1,2,0.0,1088.6751800000002
2020-01-16,0,3,9,2020,1,1,3,0.0,857.8416806
2020-01-23,0,3,9,2020,1,1,4,0.0,970.1234964
2020-01-30,0,3,9,2020,1,2,5,0.0,877.6847131000001
2020-02-06,0,3,9,2020,1,2,6,0.0,946.8346786000001
2020-02-13,0,3,9,2020,1,2,7,0.0,903.9768674000001
2020-02-20,0,3,9,2020,1,2,8,0.0,1000.7028720000001
2020-02-27,0,3,9,2020,1,3,9,0.0,975.1606565999999
2020-03-05,0,3,9,2020,1,3,10,0.0,1009.737934
2020-03-12,0,3,9,2020,1,3,11,0.0,811.1822612999999
2020-03-19,0,3,9,2020,1,3,12,0.0,1022.0
2020-03-26,0,3,9,2020,1,3,13,0.0,936.2866338
2020-04-02,0,3,9,2020,2,4,14,0.0,956.3535929
2020-04-09,0,3,9,2020,2,4,15,0.0,1088.6751800000002
2020-04-16,0,3,9,2020,2,4,16,0.0,857.8416806
2020-04-23,0,3,9,2020,2,4,17,0.0,970.1234964
2020-04-30,0,3,9,2020,2,5,18,0.0,877.6847131000001
2020-05-07,0,3,9,2020,2,5,19,0.0,946.8346786000001
2020-05-14,0,3,9,2020,2,5,20,0.0,903.9768674000001
2020-05-21,0,3,9,2020,2,5,21,0.0,1000.7028720000001
2020-05-28,0,3,9,2020,2,6,22,0.0,975.1606565999999
2020-06-04,0,3,9,2020,2,6,23,0.0,1009.737934
2020-06-11,0,3,9,2020,2,6,24,0.0,811.1822612999999
2020-06-18,0,3,9,2020,2,6,25,0.0,1022.0
2020-06-25,0,3,9,2020,2,6,26,0.0,936.2866338
2020-07-02,0,3,9,2020,3,7,27,0.0,956.3535929
2020-07-09,0,3,9,2020,3,7,28,0.0,1088.6751800000002
2020-07-16,0,3,9,2020,3,7,29,0.0,857.8416806
2020-07-23,0,3,9,2020,3,7,30,0.0,970.1234964
2020-07-30,0,3,9,2020,3,8,31,0.0,877.6847131000001
2020-08-06,0,3,9,2020,3,8,32,0.0,946.8346786000001
2020-08-13,0,3,9,2020,3,8,33,0.0,903.9768674000001
2020-08-20,0,3,9,2020,3,8,34,0.0,1000.7028720000001
2020-08-27,0,3,9,2020,3,9,35,0.0,975.1606565999999
2020-09-03,0,3,9,2020,3,9,36,0.0,1009.737934
2020-09-10,0,3,9,2020,3,9,37,0.0,811.1822612999999
2020-09-17,0,3,9,2020,3,9,38,0.0,1022.0
2020-09-24,0,3,9,2020,3,9,39,0.0,936.2866338
2020-10-01,0,3,9,2020,4,10,40,0.0,956.3535929
2020-10-08,0,3,9,2020,4,10,41,0.0,1088.6751800000002
2020-10-15,0,3,9,2020,4,10,42,0.0,857.8416806
2020-10-22,0,3,9,2020,4,10,43,0.0,970.1234964
2020-10-29,0,3,9,2020,4,11,44,0.0,877.6847131000001
2020-11-05,0,3,9,2020,4,11,45,0.0,946.8346786000001
2020-11-12,0,3,9,2020,4,11,46,0.0,903.9768674000001
2020-11-19,0,3,9,2020,4,11,47,0.0,1000.7028720000001
2020-11-26,0,3,9,2020,4,12,48,0.0,975.1606565999999
2020-12-03,0,3,9,2020,4,12,49,0.0,1009.737934
2020-12-10,0,3,9,2020,4,12,50,0.0,811.1822612999999
2020-12-17,0,3,9,2020,4,12,51,0.0,1022.0
2020-12-24,0,3,9,2020,4,12,52,0.0,936.2866338
2020-12-31,0,3,9,2020,4,12,53,0.0,956.3535929
2015-01-01,0,4,9,2015,1,1,1,0.0,0.0
2015-01-08,0,4,9,2015,1,1,2,0.0,0.0
2015-01-15,0,4,9,2015,1,1,3,0.0,0.0
2015-01-22,0,4,9,2015,1,1,4,32.4,0.0
2015-01-29,0,4,9,2015,1,2,5,25.2,49.0
2015-02-05,0,4,9,2015,1,2,6,21.6,93.0
2015-02-12,0,4,9,2015,1,2,7,73.2,104.0
2015-02-19,0,4,9,2015,1,2,8,381.6,98.0
2015-02-26,0,4,9,2015,1,3,9,789.6,602.0
2015-03-05,0,4,9,2015,1,3,10,650.4,1315.0
2015-03-12,0,4,9,2015,1,3,11,766.8,2071.0
2015-03-19,0,4,9,2015,1,3,12,516.0,2381.0
2015-03-26,0,4,9,2015,1,3,13,1441.2,2525.0
2015-04-02,0,4,9,2015,2,4,14,457.2,3256.0
2015-04-09,0,4,9,2015,2,4,15,184.8,2458.0
2015-04-16,0,4,9,2015,2,4,16,463.2,2706.0
2015-04-23,0,4,9,2015,2,4,17,415.2,3143.0
2015-04-30,0,4,9,2015,2,5,18,496.8,3324.0
2015-05-07,0,4,9,2015,2,5,19,714.0,3078.0
2015-05-14,0,4,9,2015,2,5,20,946.8,3179.0
2015-05-21,0,4,9,2015,2,5,21,309.6,3535.0
2015-05-28,0,4,9,2015,2,6,22,846.0,3305.0
2015-06-04,0,4,9,2015,2,6,23,772.8,3520.0
2015-06-11,0,4,9,2015,2,6,24,2088.0,3276.0
2015-06-18,0,4,9,2015,2,6,25,409.2,3686.0
2015-06-25,0,4,9,2015,2,6,26,586.8,3580.0
2015-07-02,0,4,9,2015,3,7,27,2769.6,3625.0
2015-07-09,0,4,9,2015,3,7,28,621.6,3796.0
2015-07-16,0,4,9,2015,3,7,29,913.2,3250.0
2015-07-23,0,4,9,2015,3,7,30,2329.2,3859.0
2015-07-30,0,4,9,2015,3,8,31,3757.2,3922.0
2015-08-06,0,4,9,2015,3,8,32,370.8,4404.0
2015-08-13,0,4,9,2015,3,8,33,1552.8,6200.0
2015-08-20,0,4,9,2015,3,8,34,543.6,6967.5
2015-08-27,0,4,9,2015,3,9,35,1123.2,7735.0
2015-09-03,0,4,9,2015,3,9,36,1176.0,7264.0
2015-09-10,0,4,9,2015,3,9,37,699.6,6530.0
2015-09-17,0,4,9,2015,3,9,38,723.6,5967.0
2015-09-24,0,4,9,2015,3,9,39,770.4,5900.0
2015-10-01,0,4,9,2015,4,10,40,714.0,6097.0
2015-10-08,0,4,9,2015,4,10,41,1094.4,5197.0
2015-10-15,0,4,9,2015,4,10,42,938.4,5246.0
2015-10-22,0,4,9,2015,4,10,43,625.2,5179.0
2015-10-29,0,4,9,2015,4,11,44,1005.6,5556.0
2015-11-05,0,4,9,2015,4,11,45,1602.0,5825.0
2015-11-12,0,4,9,2015,4,11,46,1893.6,5976.0
2015-11-19,0,4,9,2015,4,11,47,2940.0,5796.0
2015-11-26,0,4,9,2015,4,12,48,1089.6,5454.0
2015-12-03,0,4,9,2015,4,12,49,2104.8,5548.0
2015-12-10,0,4,9,2015,4,12,50,1383.6,5519.0
2015-12-17,0,4,9,2015,4,12,51,1620.0,5879.0
2015-12-24,0,4,9,2015,4,12,52,474.0,5879.0
2015-12-31,0,4,9,2015,4,12,53,645.6,6033.5
2016-01-07,0,4,9,2016,1,1,1,801.6,6188.0
2016-01-14,0,4,9,2016,1,1,2,721.2,4966.0
2016-01-21,0,4,9,2016,1,1,3,829.2,4891.0
2016-01-28,0,4,9,2016,1,1,4,1582.8,7086.0
2016-02-04,0,4,9,2016,1,2,5,798.0,5067.0
2016-02-11,0,4,9,2016,1,2,6,1102.8,5903.0
2016-02-18,0,4,9,2016,1,2,7,525.6,6118.0
2016-02-25,0,4,9,2016,1,2,8,1126.8,6118.0
2016-03-03,0,4,9,2016,1,3,9,1142.4,6188.0
2016-03-10,0,4,9,2016,1,3,10,1261.2,6525.0
2016-03-17,0,4,9,2016,1,3,11,1101.6,6170.0
2016-03-24,0,4,9,2016,1,3,12,1674.0,6760.0
2016-03-31,0,4,9,2016,1,3,13,2379.6,6534.0
2016-04-07,0,4,9,2016,2,4,14,1903.2,5046.0
2016-04-14,0,4,9,2016,2,4,15,1710.0,6268.0
2016-04-21,0,4,9,2016,2,4,16,1447.2,8439.0
2016-04-28,0,4,9,2016,2,4,17,1778.4,8124.0
2016-05-05,0,4,9,2016,2,5,18,162.0,8320.0
2016-05-12,0,4,9,2016,2,5,19,712.8,8441.0
2016-05-19,0,4,9,2016,2,5,20,898.8,6078.0
2016-05-26,0,4,9,2016,2,5,21,1215.6,6184.0
2016-06-02,0,4,9,2016,2,6,22,847.2,6092.0
2016-06-09,0,4,9,2016,2,6,23,2037.6,6251.0
2016-06-16,0,4,9,2016,2,6,24,2378.4,6281.0
2016-06-23,0,4,9,2016,2,6,25,2845.2,7025.0
2016-06-30,0,4,9,2016,2,6,26,1591.2,7160.0
2016-07-07,0,4,9,2016,3,7,27,880.8,7684.0
2016-07-14,0,4,9,2016,3,7,28,1802.4,7371.0
2016-07-21,0,4,9,2016,3,7,29,2388.0,7346.0
2016-07-28,0,4,9,2016,3,7,30,2557.2,7607.0
2016-08-04,0,4,9,2016,3,8,31,1030.8,7179.0
2016-08-11,0,4,9,2016,3,8,32,1339.2,7866.0
2016-08-18,0,4,9,2016,3,8,33,570.0,7507.0
2016-08-25,0,4,9,2016,3,8,34,1251.6,8243.0
2016-09-01,0,4,9,2016,3,9,35,1678.8,6245.0
2016-09-08,0,4,9,2016,3,9,36,913.2,5967.0
2016-09-15,0,4,9,2016,3,9,37,2373.6,5784.0
2016-09-22,0,4,9,2016,3,9,38,3736.8,5710.0
2016-09-29,0,4,9,2016,3,9,39,2178.0,5700.0
2016-10-06,0,4,9,2016,4,10,40,1131.6,5581.0
2016-10-13,0,4,9,2016,4,10,41,2926.8,5492.0
2016-10-20,0,4,9,2016,4,10,42,836.4,5403.0
2016-10-27,0,4,9,2016,4,10,43,1213.2,5525.0
2016-11-03,0,4,9,2016,4,11,44,2238.0,5898.0
2016-11-10,0,4,9,2016,4,11,45,453.6,5262.0
2016-11-17,0,4,9,2016,4,11,46,1400.4,5150.0
2016-11-24,0,4,9,2016,4,11,47,769.2,5152.0
2016-12-01,0,4,9,2016,4,12,48,1200.0,4674.0
2016-12-08,0,4,9,2016,4,12,49,1134.0,4761.0
2016-12-15,0,4,9,2016,4,12,50,1659.6,5677.0
2016-12-22,0,4,9,2016,4,12,51,693.6,5539.0
2016-12-29,0,4,9,2016,4,12,52,856.8,5381.0
2017-01-05,0,4,9,2017,1,1,1,469.2,4963.0
2017-01-12,0,4,9,2017,1,1,2,589.2,4550.0
2017-01-19,0,4,9,2017,1,1,3,910.8,4923.0
2017-01-26,0,4,9,2017,1,1,4,951.6,4689.0
2017-02-02,0,4,9,2017,1,2,5,874.8,4476.0
2017-02-09,0,4,9,2017,1,2,6,907.2,4244.0
2017-02-16,0,4,9,2017,1,2,7,734.4,4332.0
2017-02-23,0,4,9,2017,1,2,8,1732.8,4756.0
2017-03-02,0,4,9,2017,1,3,9,1381.2,5032.0
2017-03-09,0,4,9,2017,1,3,10,1670.4,4985.0
2017-03-16,0,4,9,2017,1,3,11,936.0,4655.0
2017-03-23,0,4,9,2017,1,3,12,1774.8,4880.0
2017-03-30,0,4,9,2017,1,3,13,2127.6,4285.0
2017-04-06,0,4,9,2017,2,4,14,1108.8,5115.0
2017-04-13,0,4,9,2017,2,4,15,1537.2,5716.0
2017-04-20,0,4,9,2017,2,4,16,1330.8,4756.0
2017-04-27,0,4,9,2017,2,4,17,1586.4,5471.0
2017-05-04,0,4,9,2017,2,5,18,352.8,5369.0
2017-05-11,0,4,9,2017,2,5,19,1184.4,5910.0
2017-05-18,0,4,9,2017,2,5,20,626.4,5011.0
2017-05-25,0,4,9,2017,2,5,21,1105.2,6005.0
2017-06-01,0,4,9,2017,2,6,22,589.2,5702.0
2017-06-08,0,4,9,2017,2,6,23,952.8,5984.0
2017-06-15,0,4,9,2017,2,6,24,1098.0,5923.0
2017-06-22,0,4,9,2017,2,6,25,1372.8,5769.0
2017-06-29,0,4,9,2017,2,6,26,807.6,6047.0
2017-07-06,0,4,9,2017,3,7,27,908.4,5713.0
2017-07-13,0,4,9,2017,3,7,28,525.6,5856.0
2017-07-20,0,4,9,2017,3,7,29,1198.8,6400.0
2017-07-27,0,4,9,2017,3,7,30,1033.2,6716.0
2017-08-03,0,4,9,2017,3,8,31,984.0,6898.0
2017-08-10,0,4,9,2017,3,8,32,675.6,6573.0
2017-08-17,0,4,9,2017,3,8,33,1162.8,6595.0
2017-08-24,0,4,9,2017,3,8,34,1015.2,6434.0
2017-08-31,0,4,9,2017,3,9,35,1718.4,6288.0
2017-09-07,0,4,9,2017,3,9,36,1731.6,6018.0
2017-09-14,0,4,9,2017,3,9,37,1531.2,5667.0
2017-09-21,0,4,9,2017,3,9,38,972.0,6337.0
2017-09-28,0,4,9,2017,3,9,39,1806.0,5683.0
2017-10-05,0,4,9,2017,4,10,40,711.6,5825.0
2017-10-12,0,4,9,2017,4,10,41,822.0,6234.0
2017-10-19,0,4,9,2017,4,10,42,848.4,5420.0
2017-10-26,0,4,9,2017,4,10,43,910.8,5321.0
2017-11-02,0,4,9,2017,4,11,44,1146.0,5831.0
2017-11-09,0,4,9,2017,4,11,45,1448.4,5561.0
2017-11-16,0,4,9,2017,4,11,46,828.0,5583.0
2017-11-23,0,4,9,2017,4,11,47,723.6,5344.0
2017-11-30,0,4,9,2017,4,12,48,990.0,4831.0
2017-12-07,0,4,9,2017,4,12,49,764.4,4782.0
2017-12-14,0,4,9,2017,4,12,50,804.0,4781.0
2017-12-21,0,4,9,2017,4,12,51,1278.0,5470.0
2017-12-28,0,4,9,2017,4,12,52,1303.2,4249.0
2018-01-04,0,4,9,2018,1,1,1,112.8,4980.0
2018-01-11,0,4,9,2018,1,1,2,1635.6,4795.0
2018-01-18,0,4,9,2018,1,1,3,1438.8,4894.0
2018-01-25,0,4,9,2018,1,1,4,795.6,4049.0
2018-02-01,0,4,9,2018,1,2,5,1104.0,4781.0
2018-02-08,0,4,9,2018,1,2,6,595.2,4799.0
2018-02-15,0,4,9,2018,1,2,7,951.6,4858.0
2018-02-22,0,4,9,2018,1,2,8,763.2,5325.0
2018-03-01,0,4,9,2018,1,3,9,452.4,5913.0
2018-03-08,0,4,9,2018,1,3,10,385.2,5445.0
2018-03-15,0,4,9,2018,1,3,11,2513.0,4448.0
2018-03-22,0,4,9,2018,1,3,12,1344.0,5437.0
2018-03-29,0,4,9,2018,1,3,13,2343.0,5691.0
2018-04-05,0,4,9,2018,2,4,14,352.0,5027.0
2018-04-12,0,4,9,2018,2,4,15,917.0,6111.0
2018-04-19,0,4,9,2018,2,4,16,937.0,5576.0
2018-04-26,0,4,9,2018,2,4,17,1257.0,5472.0
2018-05-03,0,4,9,2018,2,5,18,748.0,5998.0
2018-05-10,0,4,9,2018,2,5,19,1300.0,6170.0
2018-05-17,0,4,9,2018,2,5,20,817.0,5370.0
2018-05-24,0,4,9,2018,2,5,21,1569.0,5588.0
2018-05-31,0,4,9,2018,2,6,22,1221.0,5624.0
2018-06-07,0,4,9,2018,2,6,23,616.0,5592.0
2018-06-14,0,4,9,2018,2,6,24,989.0,5760.0
2018-06-21,0,4,9,2018,2,6,25,1191.0,5923.0
2018-06-28,0,4,9,2018,2,6,26,1320.0,5969.0
2018-07-05,0,4,9,2018,3,7,27,918.0,6286.0
2018-07-12,0,4,9,2018,3,7,28,1670.0,5738.0
2018-07-19,0,4,9,2018,3,7,29,870.0,5881.0
2018-07-26,0,4,9,2018,3,7,30,921.0,6286.0
2018-08-02,0,4,9,2018,3,8,31,1424.0,6665.0
2018-08-09,0,4,9,2018,3,8,32,1144.0,6355.0
2018-08-16,0,4,9,2018,3,8,33,1751.0,7099.0
2018-08-23,0,4,9,2018,3,8,34,1116.0,6628.0
2018-08-30,0,4,9,2018,3,9,35,2513.0,6234.0
2018-09-06,0,4,9,2018,3,9,36,190.0,6190.0
2018-09-13,0,4,9,2018,3,9,37,1516.0,5717.0
2018-09-20,0,4,9,2018,3,9,38,1297.0,5635.0
2018-09-27,0,4,9,2018,3,9,39,1560.0,5255.0
2018-10-04,0,4,9,2018,4,10,40,1029.0,5252.0
2018-10-11,0,4,9,2018,4,10,41,787.0,5079.0
2018-10-18,0,4,9,2018,4,10,42,901.0,5047.0
2018-10-25,0,4,9,2018,4,10,43,925.0,5002.0
2018-11-01,0,4,9,2018,4,11,44,877.0,4674.0
2018-11-08,0,4,9,2018,4,11,45,954.0,4529.0
2018-11-15,0,4,9,2018,4,11,46,892.0,5043.0
2018-11-22,0,4,9,2018,4,11,47,454.0,4247.0
2018-11-29,0,4,9,2018,4,12,48,1066.0,4108.0
2018-12-06,0,4,9,2018,4,12,49,1094.0,4366.0
2018-12-13,0,4,9,2018,4,12,50,1726.0,4033.0
2018-12-20,0,4,9,2018,4,12,51,1043.0,4917.0
2018-12-27,0,4,9,2018,4,12,52,833.0,4184.0
2019-01-03,0,4,9,2019,1,1,1,597.0,5071.0
2019-01-10,0,4,9,2019,1,1,2,588.0,4833.0
2019-01-17,0,4,9,2019,1,1,3,462.0,3989.0
2019-01-24,0,4,9,2019,1,1,4,1098.0,3829.0
2019-01-31,0,4,9,2019,1,2,5,1228.0,3999.0
2019-02-07,0,4,9,2019,1,2,6,545.0,4168.0
2019-02-14,0,4,9,2019,1,2,7,895.0,4009.0
2019-02-21,0,4,9,2019,1,2,8,725.0,4116.0
2019-02-28,0,4,9,2019,1,3,9,703.0,4744.0
2019-03-07,0,4,9,2019,1,3,10,868.0,4742.0
2019-03-14,0,4,9,2019,1,3,11,944.0,4624.0
2019-03-21,0,4,9,2019,1,3,12,1361.0,4372.0
2019-03-28,0,4,9,2019,1,3,13,1484.0,4065.6072719999997
2019-04-04,0,4,9,2019,2,4,14,301.0,4324.496904
2019-04-11,0,4,9,2019,2,4,15,1330.0,4377.530594
2019-04-18,0,4,9,2019,2,4,16,0.0,4149.377795
2019-04-25,0,4,9,2019,2,4,17,0.0,4172.069104
2019-05-02,0,4,9,2019,2,5,18,0.0,4400.621633
2019-05-09,0,4,9,2019,2,5,19,0.0,4356.921504999999
2019-05-16,0,4,9,2019,2,5,20,0.0,4385.194097
2019-05-23,0,4,9,2019,2,5,21,0.0,4353.920609000001
2019-05-30,0,4,9,2019,2,6,22,0.0,4344.818392
2019-06-06,0,4,9,2019,2,6,23,0.0,4341.821717
2019-06-13,0,4,9,2019,2,6,24,0.0,4078.9578619999997
2019-06-20,0,4,9,2019,2,6,25,0.0,4433.937492
2019-06-27,0,4,9,2019,2,6,26,0.0,4141.821053
2019-07-04,0,4,9,2019,3,7,27,0.0,4318.055082
2019-07-11,0,4,9,2019,3,7,28,0.0,4395.094725
2019-07-18,0,4,9,2019,3,7,29,0.0,4191.223059
2019-07-25,0,4,9,2019,3,7,30,0.0,4149.774752
2019-08-01,0,4,9,2019,3,8,31,0.0,4406.443581
2019-08-08,0,4,9,2019,3,8,32,0.0,4386.445763000001
2019-08-15,0,4,9,2019,3,8,33,0.0,4360.693089
2019-08-22,0,4,9,2019,3,8,34,0.0,4356.911239999999
2019-08-29,0,4,9,2019,3,9,35,0.0,4368.496459
2019-09-05,0,4,9,2019,3,9,36,0.0,4318.681111999999
2019-09-12,0,4,9,2019,3,9,37,0.0,4081.472958
2019-09-19,0,4,9,2019,3,9,38,0.0,4453.8797270000005
2019-09-26,0,4,9,2019,3,9,39,0.0,4120.831455
2019-10-03,0,4,9,2019,4,10,40,0.0,4320.6533850000005
2019-10-10,0,4,9,2019,4,10,41,0.0,4412.161706
2019-10-17,0,4,9,2019,4,10,42,0.0,4172.423022999999
2019-10-24,0,4,9,2019,4,10,43,0.0,4152.534548
2019-10-31,0,4,9,2019,4,11,44,0.0,4421.114831
2019-11-07,0,4,9,2019,4,11,45,0.0,4369.682022999999
2019-11-14,0,4,9,2019,4,11,46,0.0,4363.574543
2019-11-21,0,4,9,2019,4,11,47,0.0,4369.530355
2019-11-28,0,4,9,2019,4,12,48,0.0,4353.578024
2019-12-05,0,4,9,2019,4,12,49,0.0,4321.624297
2019-12-12,0,4,9,2019,4,12,50,0.0,4092.319246
2019-12-19,0,4,9,2019,4,12,51,0.0,4440.619364
2019-12-26,0,4,9,2019,4,12,52,0.0,4123.781434
2020-01-02,0,4,9,2020,1,1,1,0.0,4329.964968
2020-01-09,0,4,9,2020,1,1,2,0.0,4400.386262
2020-01-16,0,4,9,2020,1,1,3,0.0,4175.335004
2020-01-23,0,4,9,2020,1,1,4,0.0,4160.517614
2020-01-30,0,4,9,2020,1,2,5,0.0,4410.666978
2020-02-06,0,4,9,2020,1,2,6,0.0,4372.5212630000005
2020-02-13,0,4,9,2020,1,2,7,0.0,4370.408429
2020-02-20,0,4,9,2020,1,2,8,0.0,4360.268025
2020-02-27,0,4,9,2020,1,3,9,0.0,4356.31851
2020-03-05,0,4,9,2020,1,3,10,0.0,4327.465113
2020-03-12,0,4,9,2020,1,3,11,0.0,4084.1145109999998
2020-03-19,0,4,9,2020,1,3,12,0.0,4443.242357
2020-03-26,0,4,9,2020,1,3,13,0.0,4128.765028
2020-04-02,0,4,9,2020,2,4,14,0.0,4322.702818
2020-04-09,0,4,9,2020,2,4,15,0.0,4402.878976
2020-04-16,0,4,9,2020,2,4,16,0.0,4179.579503
2020-04-23,0,4,9,2020,2,4,17,0.0,4154.0947909999995
2020-04-30,0,4,9,2020,2,5,18,0.0,4413.021443
2020-05-07,0,4,9,2020,2,5,19,0.0,4376.129296
2020-05-14,0,4,9,2020,2,5,20,0.0,4364.7323289999995
2020-05-21,0,4,9,2020,2,5,21,0.0,4362.480125
2020-05-28,0,4,9,2020,2,6,22,0.0,4359.379158
2020-06-04,0,4,9,2020,2,6,23,0.0,4322.452783
2020-06-11,0,4,9,2020,2,6,24,0.0,4086.1831810000003
2020-06-18,0,4,9,2020,2,6,25,0.0,4445.832867
2020-06-25,0,4,9,2020,2,6,26,0.0,4124.342232
2020-07-02,0,4,9,2020,3,7,27,0.0,4324.629376
2020-07-09,0,4,9,2020,3,7,28,0.0,4405.066264
2020-07-16,0,4,9,2020,3,7,29,0.0,4175.679874
2020-07-23,0,4,9,2020,3,7,30,0.0,4155.88238
2020-07-30,0,4,9,2020,3,8,31,0.0,4414.863415999999
2020-08-06,0,4,9,2020,3,8,32,0.0,4372.693563000001
2020-08-13,0,4,9,2020,3,8,33,0.0,4366.385465
2020-08-20,0,4,9,2020,3,8,34,0.0,4364.026841
2020-08-27,0,4,9,2020,3,9,35,0.0,4356.3544329999995
2020-09-03,0,4,9,2020,3,9,36,0.0,4323.976973
2020-09-10,0,4,9,2020,3,9,37,0.0,4087.477863
2020-09-17,0,4,9,2020,3,9,38,0.0,4443.172004999999
2020-09-24,0,4,9,2020,3,9,39,0.0,4125.743674
2020-10-01,0,4,9,2020,4,10,40,0.0,4325.709301
2020-10-08,0,4,9,2020,4,10,41,0.0,4402.727274
2020-10-15,0,4,9,2020,4,10,42,0.0,4176.965207
2020-10-22,0,4,9,2020,4,10,43,0.0,4156.779661
2020-10-29,0,4,9,2020,4,11,44,0.0,4412.808932
2020-11-05,0,4,9,2020,4,11,45,0.0,4373.869668
2020-11-12,0,4,9,2020,4,11,46,0.0,4367.127727
2020-11-19,0,4,9,2020,4,11,47,0.0,4362.223642
2020-11-26,0,4,9,2020,4,12,48,0.0,4357.42828
2020-12-03,0,4,9,2020,4,12,49,0.0,4324.587953
2020-12-10,0,4,9,2020,4,12,50,0.0,4085.896435
2020-12-17,0,4,9,2020,4,12,51,0.0,4444.150522
2020-12-24,0,4,9,2020,4,12,52,0.0,4126.243737
2020-12-31,0,4,9,2020,4,12,53,0.0,4324.323449
2015-01-01,0,2,10,2015,1,1,1,405.0,4753.0
2015-01-08,0,2,10,2015,1,1,2,1168.0,4753.0
2015-01-15,0,2,10,2015,1,1,3,1354.0,7554.0
2015-01-22,0,2,10,2015,1,1,4,857.0,8747.0
2015-01-29,0,2,10,2015,1,2,5,996.0,8869.0
2015-02-05,0,2,10,2015,1,2,6,761.0,10334.0
2015-02-12,0,2,10,2015,1,2,7,1340.0,10077.0
2015-02-19,0,2,10,2015,1,2,8,2226.0,9186.0
2015-02-26,0,2,10,2015,1,3,9,2087.0,9884.56
2015-03-05,0,2,10,2015,1,3,10,1634.0,11046.46
2015-03-12,0,2,10,2015,1,3,11,1665.0,10871.76
2015-03-19,0,2,10,2015,1,3,12,2078.0,10914.41
2015-03-26,0,2,10,2015,1,3,13,1824.0,11121.55
2015-04-02,0,2,10,2015,2,4,14,1876.0,12185.66
2015-04-09,0,2,10,2015,2,4,15,2174.0,11012.95
2015-04-16,0,2,10,2015,2,4,16,1627.0,11263.73
2015-04-23,0,2,10,2015,2,4,17,2424.0,10879.0
2015-04-30,0,2,10,2015,2,5,18,2131.0,11077.0
2015-05-07,0,2,10,2015,2,5,19,2081.0,11667.0
2015-05-14,0,2,10,2015,2,5,20,1979.0,11061.0
2015-05-21,0,2,10,2015,2,5,21,1914.0,11559.0
2015-05-28,0,2,10,2015,2,6,22,2590.0,10424.0
2015-06-04,0,2,10,2015,2,6,23,1305.0,12378.0
2015-06-11,0,2,10,2015,2,6,24,1672.0,11807.0
2015-06-18,0,2,10,2015,2,6,25,803.0,11782.0
2015-06-25,0,2,10,2015,2,6,26,504.0,11953.0
2015-07-02,0,2,10,2015,3,7,27,728.0,13322.0
2015-07-09,0,2,10,2015,3,7,28,1670.0,10659.0
2015-07-16,0,2,10,2015,3,7,29,1193.0,11043.0
2015-07-23,0,2,10,2015,3,7,30,1455.0,10285.0
2015-07-30,0,2,10,2015,3,8,31,1452.0,9903.0
2015-08-06,0,2,10,2015,3,8,32,1780.0,10495.0
2015-08-13,0,2,10,2015,3,8,33,1569.0,10562.0
2015-08-20,0,2,10,2015,3,8,34,1930.0,9882.0
2015-08-27,0,2,10,2015,3,9,35,1660.0,8654.0
2015-09-03,0,2,10,2015,3,9,36,1457.0,9780.0
2015-09-10,0,2,10,2015,3,9,37,1437.0,8316.0
2015-09-17,0,2,10,2015,3,9,38,1321.0,7709.0
2015-09-24,0,2,10,2015,3,9,39,968.0,8254.0
2015-10-01,0,2,10,2015,4,10,40,522.0,9632.0
2015-10-08,0,2,10,2015,4,10,41,1011.0,9288.0
2015-10-15,0,2,10,2015,4,10,42,1031.0,8634.0
2015-10-22,0,2,10,2015,4,10,43,1164.0,7603.0
2015-10-29,0,2,10,2015,4,11,44,1379.0,7334.0
2015-11-05,0,2,10,2015,4,11,45,660.0,7435.0
2015-11-12,0,2,10,2015,4,11,46,923.0,6605.0
2015-11-19,0,2,10,2015,4,11,47,887.0,6272.0
2015-11-26,0,2,10,2015,4,12,48,973.0,6722.0
2015-12-03,0,2,10,2015,4,12,49,867.0,6401.0
2015-12-10,0,2,10,2015,4,12,50,895.0,6449.0
2015-12-17,0,2,10,2015,4,12,51,761.0,6406.0
2015-12-24,0,2,10,2015,4,12,52,835.0,6334.0
2015-12-31,0,2,10,2015,4,12,53,1271.0,7014.5
2016-01-07,0,2,10,2016,1,1,1,1176.0,7695.0
2016-01-14,0,2,10,2016,1,1,2,1103.0,6996.0
2016-01-21,0,2,10,2016,1,1,3,1311.0,5794.0
2016-01-28,0,2,10,2016,1,1,4,1597.0,6195.0
2016-02-04,0,2,10,2016,1,2,5,651.0,5630.0
2016-02-11,0,2,10,2016,1,2,6,960.0,7242.0
2016-02-18,0,2,10,2016,1,2,7,1352.0,7781.0
2016-02-25,0,2,10,2016,1,2,8,1467.0,7463.0
2016-03-03,0,2,10,2016,1,3,9,1612.0,7856.0
2016-03-10,0,2,10,2016,1,3,10,1259.0,8180.0
2016-03-17,0,2,10,2016,1,3,11,1394.0,8216.0
2016-03-24,0,2,10,2016,1,3,12,884.0,7955.0
2016-03-31,0,2,10,2016,1,3,13,226.0,8111.0
